date,latitude,longitude,uv_index
2020-01-16 12:00:00,-32,124,15.31
2020-01-16 12:00:00,-32,128,15.13
2020-01-16 12:00:00,-28,112,15.47
2020-01-16 12:00:00,-28,116,15.94
2020-01-16 12:00:00,-28,120,15.04
2020-01-16 12:00:00,-28,124,15.36
2020-01-16 12:00:00,-28,128,15.32
2020-01-16 12:00:00,-24,112,16.69
2020-01-16 12:00:00,-24,116,16.94
2020-01-16 12:00:00,-24,120,16.08
2020-01-16 12:00:00,-24,124,15.0
2020-01-16 12:00:00,-24,128,14.86
2020-01-16 12:00:00,-20,112,14.49
2020-01-16 12:00:00,-20,116,14.64
2020-01-16 12:00:00,-20,120,15.19
2020-01-16 12:00:00,-20,124,15.88
2020-01-16 12:00:00,-20,128,15.71
2020-01-16 12:00:00,-16,112,14.76
2020-01-16 12:00:00,-16,116,15.21
2020-01-16 12:00:00,-16,120,14.45
2020-01-16 12:00:00,-16,124,14.71
2020-01-16 12:00:00,-16,128,15.3
2020-01-16 12:00:00,-12,112,14.39
2020-01-16 12:00:00,-12,116,13.76
2020-01-16 12:00:00,-12,120,14.48
2020-01-16 12:00:00,-12,124,15.07
2020-01-16 12:00:00,-12,128,14.78
2020-01-17 12:00:00,-36,112,12.82
2020-01-17 12:00:00,-36,116,12.04
2020-01-17 12:00:00,-36,120,12.02
2020-01-17 12:00:00,-36,124,12.11
2020-01-17 12:00:00,-36,128,12.0
2020-01-17 12:00:00,-32,112,14.55
2020-01-17 12:00:00,-32,116,14.6
2020-01-17 12:00:00,-32,120,14.45
2020-01-17 12:00:00,-32,124,14.16
2020-01-17 12:00:00,-32,128,14.53
2020-01-17 12:00:00,-28,112,14.88
2020-01-17 12:00:00,-28,116,14.35
2020-01-17 12:00:00,-28,120,14.58
2020-01-17 12:00:00,-28,124,14.85
2020-01-17 12:00:00,-28,128,15.24
2020-01-17 12:00:00,-24,112,14.94
2020-01-17 12:00:00,-24,116,15.22
2020-01-17 12:00:00,-24,120,15.02
2020-01-17 12:00:00,-24,124,15.82
2020-01-17 12:00:00,-24,128,15.46
2020-01-17 12:00:00,-20,112,14.77
2020-01-17 12:00:00,-20,116,14.48
2020-01-17 12:00:00,-20,120,15.18
2020-01-17 12:00:00,-20,124,15.39
2020-01-17 12:00:00,-20,128,15.85
2020-01-17 12:00:00,-16,112,14.64
2020-01-17 12:00:00,-16,116,14.55
2020-01-17 12:00:00,-16,120,14.83
2020-01-17 12:00:00,-16,124,15.23
2020-01-17 12:00:00,-16,128,15.04
2020-01-17 12:00:00,-12,112,14.23
2020-01-17 12:00:00,-12,116,14.49
2020-01-17 12:00:00,-12,120,14.11
2020-01-17 12:00:00,-12,124,14.09
2020-01-17 12:00:00,-12,128,13.89
2020-01-18 12:00:00,-36,112,12.31
2020-01-18 12:00:00,-36,116,11.6
2020-01-18 12:00:00,-36,120,11.12
2020-01-18 12:00:00,-36,124,10.86
2020-01-18 12:00:00,-36,128,11.02
2020-01-18 12:00:00,-32,112,13.69
2020-01-18 12:00:00,-32,116,13.73
